Title	Compound	Photographer	Date	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Collection Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Albert Spalding	Done	unknown	ca. 1900	Violinists--Portrait photographs	Albert Spalding Violinist Management R. E. Johnston. At Athenaeum Jan 8; 3/4 portrait.	Image	Gelatin silver prints; 5.00" x 7.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160051r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/231	231	232.jpg		/LSU_ACT/image/232.jpg
Albert Spalding	Done	unknown	ca. 1900	Violinists--Portrait photographs	Albert Spalding Violinist Management R. E. Johnston. At Athenaeum Jan 8; 3/4 portrait.	Image	Gelatin silver prints; 5.00" x 7.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160051v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/232	232	233.jpg		/LSU_ACT/image/233.jpg
John Philip Sousa	Done	unknown	ca. 1900	Conductors (Music)--Photographs	John Philip Sousa, Tulane; 1/4 portrait with autograph.	Image	Gelatin silver prints; 5.25" x 6.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160052r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/233	233	234.jpg		/LSU_ACT/image/234.jpg
John Philip Sousa	Done	unknown	ca. 1900	Conductors (Music)--Photographs	John Philip Sousa, Tulane; 1/4 portrait with autograph.	Image	Gelatin silver prints; 5.25" x 6.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160052v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/234	234	235.jpg		/LSU_ACT/image/235.jpg
Rose Stahl	Done	James & Bushnell, Seattle	ca. 1900	Actors--Photographs	Rose Stahl in her comedy success "Mazzie Piffer", Tulane week beginning Sunday Nov. 9; Profile.	Image	Collodion print-out paper prints; 6.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160053r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/235	235	236.jpg		/LSU_ACT/image/236.jpg
Rose Stahl	Done	James & Bushnell, Seattle	ca. 1900	Actors--Photographs	Rose Stahl in her comedy success "Mazzie Piffer", Tulane week beginning Sunday Nov. 9; Profile.	Image	Collodion print-out paper prints; 6.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160053v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/236	236	237.jpg		/LSU_ACT/image/237.jpg
Taliaferro Sisters	Done	Mishkin, 467 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Taliaferro Sisters in Young Wisdom, Tulane. Nov. 23[?]; 3/4 portrait, seated.	Image	Collodion print-out paper prints; 6.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160054r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/237	237	238.jpg		/LSU_ACT/image/238.jpg
Taliaferro Sisters	Done	Mishkin, 467 Fifth Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Taliaferro Sisters in Young Wisdom, Tulane. Nov. 23[?]; 3/4 portrait, seated.	Image	Collodion print-out paper prints; 6.00" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160054v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/238	238	239.jpg		/LSU_ACT/image/239.jpg
Luisa Tetrazzini	Done	Terkelson & Henry, San Francisco, Ca.	ca. 1900	Singers--Photographs	Mme Tetrazzini, Athenaeum Mar 30th; 1/2 portrait in costume.	Image	Collodion print-out paper prints; 5.00" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160055r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/239	239	240.jpg		/LSU_ACT/image/240.jpg
Luisa Tetrazzini	Done	Terkelson & Henry, San Francisco, Ca.	ca. 1900	Singers--Photographs	Mme Tetrazzini, Athenaeum Mar 30th; 1/2 portrait in costume.	Image	Collodion print-out paper prints; 5.00" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160055v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/240	240	241.jpg		/LSU_ACT/image/241.jpg
Scene from The Virginian	Done	White, New York	ca. 1900	Actors--Photographs	Scene from The Virginian, Crescent; View of actors in western costume.	Image	Gelatin silver prints; 6.25" x 9.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160056r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/241	241	242.jpg		/LSU_ACT/image/242.jpg
Scene from The Virginian	Done	White, New York	ca. 1900	Actors--Photographs	Scene from The Virginian, Crescent; View of actors in western costume.	Image	Gelatin silver prints; 6.25" x 9.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160056v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/242	242	243.jpg		/LSU_ACT/image/243.jpg
Blanche Walsh	Done	Hall, New York	ca. 1900	Actors--Photographs	Blanche Walsh in The Test, Tulane next week; Profile.	Image	Gelatin silver prints; 6.25" x 8.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160058r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/245	245	246.jpg		/LSU_ACT/image/246.jpg
Blanche Walsh	Done	Hall, New York	ca. 1900	Actors--Photographs	Blanche Walsh in The Test, Tulane next week; Profile.	Image	Gelatin silver prints; 6.25" x 8.50"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160058v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/246	246	247.jpg		/LSU_ACT/image/247.jpg
Florence Webber	Done	unknown	ca. 1900	Actors--Photographs	Florence Webber in Mr. Oscar Hammerstein's new comic opera Naughty [?] at The Dauphine Theater; Full portrait in costume.	Image	Collodion print-out paper prints; 8.00" x 10.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160059r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/247	247	248.jpg		/LSU_ACT/image/248.jpg
Florence Webber	Done	unknown	ca. 1900	Actors--Photographs	Florence Webber in Mr. Oscar Hammerstein's new comic opera Naughty [?] at The Dauphine Theater; Full portrait in costume.	Image	Collodion print-out paper prints; 8.00" x 10.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160059v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/248	248	249.jpg		/LSU_ACT/image/249.jpg
Al H. Wilson	Done	White, New York	ca. 1900	Actors--Photographs	Al H. Wilson Crescent next week.; Full portrait in costume.  On back: Apeda Studio, 102-104 West 38th St., N.Y.	Image	Collodion print-out paper prints; 5.50" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160060r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/249	249	250.jpg		/LSU_ACT/image/250.jpg
Al H. Wilson	Done	White, New York	ca. 1900	Actors--Photographs	Al H. Wilson Crescent next week.; Full portrait in costume.  On back: Apeda Studio, 102-104 West 38th St., N.Y.	Image	Collodion print-out paper prints; 5.50" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160060v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/250	250	251.jpg		/LSU_ACT/image/251.jpg
Al. H. Wilson	Done	Apeda, New York	ca. 1900	Actors--Photographs	Al. H. Wilson at the Crescent; 3/4 portrait.	Image	Gelatin silver prints; 7.5" x 9.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160061r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/251	251	252.jpg		/LSU_ACT/image/252.jpg
Al. H. Wilson	Done	Apeda, New York	ca. 1900	Actors--Photographs	Al. H. Wilson at the Crescent; 3/4 portrait.	Image	Gelatin silver prints; 7.5" x 9.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160061v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/252	252	253.jpg		/LSU_ACT/image/253.jpg
Francis Wilson	Done	unknown	ca. 1900	Actors--Photographs	Charles Frohman, Presents, Francis Wilson. In His Greatest Success, When Knights Were Bold. At the Tulane this week.; 1/4 portrait.	Image	Gelatin silver prints; 3.75"x 5.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160062r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/253	253	254.jpg		/LSU_ACT/image/254.jpg
Francis Wilson	Done	unknown	ca. 1900	Actors--Photographs	Charles Frohman, Presents, Francis Wilson. In His Greatest Success, When Knights Were Bold. At the Tulane this week.; 1/4 portrait.	Image	Gelatin silver prints; 3.75"x 5.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160062v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/254	254	255.jpg		/LSU_ACT/image/255.jpg
Francis Wilson	Done	Sarony, 5th Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Charles Frohman, Presents, Francis Wilson. In His Greatest Success, When Knights Were Bold. Coming to the Tulane next week; View of scene from play.	Image	Gelatin silver prints; 3.75"x 5.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160063r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/255	255	256.jpg		/LSU_ACT/image/256.jpg
